Charge Code,Charge Code Description,CPT4 Code, June 2020 Prices 
1711027.0,CA OTHER AG QUAN 1.1,,76.0
1711050.0,CULT STOOL 1.1,,259.0
1711068.0,CULT STOOL ADD PATH 1.1,,111.0
1711076.0,CULTURE AEROBIC QUAN 1.1,,186.0
1711084.0,CULT AEROBIC ID 1.1,,131.0
1711092.0,CULT URINE COL COUNT 1.1,,235.0
1711126.0,CULT FUNGI NOS 1.1,,195.0
1711134.0,CULT FUNGI BLOOD 1.1,,207.0
1711167.0,PINWORM EXAM 1.1,,40.0
1711175.0,ANTIBIOTIC SENS DISK 1.1,,210.0
1711217.0,ANTISTREPTOLYSIN 0 SCR1.1,,25.0
1711225.0,ALCOHOLS 1.1,G0480,313.0
1711258.0,AMMONIA 1.1,,255.0
1711332.0,ESTRONE 1.1,,59.0
1711357.0,H PYLORI BREATH ANAL 1.1,,188.0
1711381.0,TROPONIN QUAN 1.1,,294.0
1711480.0,H PYLORI AB 1.2,,89.0
1711555.0,CULTURE OTHER 1.1,,186.0
1711563.0,ACID FAST SMEAR 1.1,,126.0
1711571.0,ACID FAST SMEAR 1.2,,96.0
1711589.0,INCLUS/PARASITES SMEAR1.1,,93.0
1711662.0,LITHIUM 1.1,,102.0
1711688.0,GTT 1ST 3 SPECIMENS 1.1,,91.0
1711696.0,GTT EA ADDL SPECIMEN 1.1,,91.0
1711704.0,OVA & PARASITES SMEAR 2.1,,54.0
1711761.0,LEUKOCYTE ASMT FECAL 1.1,,199.0
1711779.0,BRUCELLA AB 1.1,,200.0
1711787.0,SALMONELLA AB 1.1,,162.0
1711852.0,BONE MARROW SMEAR INT 2.1,,518.0
1711936.0,CYTO SMEARS EXT 2.1,,96.0
1712215.0,IMMUNOHISTOCHEMISTRY 2.1,,323.0
1712330.0,DEOXYRIBONUCLEASE AB 1.1,,18.0
1712470.0,CYCLOSPORINE 5.1,,163.0
1712538.0,VIRUS INOC TISS CULT 5.1,,138.0
1712660.0,ACID FAST SMEAR 3.1,,96.0
1712777.0,GRAM STAIN SMEAR 1.1,,126.0
1712801.0,CRYPTOSPORIDIUM IFA 1.1,,40.0
1712819.0,CULTURE MYCOBACTERIA 5.1,,124.0
1712827.0,CONCENTRATION SPECIMEN 5.1,,61.0
1712843.0,CULT FUNGI MOLD ID 1.1,,177.0
1712850.0,CULT ANAEROBIC ID 2.1,,206.0
1712876.0,CULTURE ANAEROBIC 2.1,,235.0
1712884.0,CHLORIDE URINE 1.1,,96.0
1712892.0,VANCOMYCIN PEAK 1.1,,329.0
1712900.0,VANCOMYCIN TROUGH 1.1,,329.0
1712918.0,SPECTRO NOS EA 1.1,,200.0
1712959.0,LIDOCAINE 2.1,,64.0
1713049.0,PARATHORMONE 2.1,,112.0
1713122.0,GEL DIFFUS QUAL EA 8.1,,29.0
1713254.0,HIV-1 AND HIV-2 1.1,,117.0
1713262.0,SYPHILIS TEST QUAN 1.1,,11.0
1713288.0,AMIKACIN RANDOM 2.1,,120.0
1713296.0,AMIKACIN PEAK 2.1,,120.0
1713395.0,CHLAMYDIA TRACH PCR 2.1,,184.0
1713411.0,NEISSERIA GONOR PCR 2.1,,165.0
1713536.0,PROTEIN ELECT SERUM 1.1,,100.0
1713577.0,PROTEIN ELECT OTHER 1.1,,117.0
1713619.0,IMMUNOFIX ELECT SERUM 1.1,,54.0
1713668.0,IMMUNOFIX ELECT OTHER 1.1,,41.0
1713783.0,SPECIAL STAINS GRP II 5.1,,114.0
1713791.0,CHLORIDE OTHER SOURCES1.1,,467.0
1713817.0,COLD AGGLUTININ TITER 1.1,,76.0
1713833.0,KOH PREP 1.1,,124.0
1713882.0,AMIKACIN PEAK 1.1,,120.0
1713890.0,CYCLOSPORINE 2.1,,163.0
1713916.0,FETAL FIBRONECTIN 2.1,,846.0
1713940.0,OSMOLALITY BLOOD 2.1,,194.0
1713957.0,OSMOLALITY URINE 2.1,,181.0
1713973.0,FACTOR II 1.1,,68.0
1714013.0,HIV-2 1.1,,174.0
1714120.0,ANTIBIOTIC SENS MIC 2.1,,227.0
1714237.0,MOL CYT ANAL 100-300 1.1,,96.0
1714393.0,RUBELLA AB 1.2,,108.0
1714476.0,HEMOGLOBIN CHROMATO 9.1,,54.0
1714484.0,THYROID STIM HORMONE 9.1,,235.0
1714559.0,COCAINE 1.1,G0480,59.0
1714625.0,CYTO THIN LAYER MAN SC 2.1,,35.38
1714666.0,OBSTETRIC PNL 1.1,,939.0
1714674.0,LIPID PNL 1.1,,222.0
1714799.0,CARBAMAZEPINE TOTAL 1.1,,204.0
1714815.0,DIGOXIN TOTAL 1.1,,275.0
1714823.0,VALPROIC ACID TOTAL 1.1,,280.0
1714872.0,DRUG ASSAY QUAN NOS 1.24,,108.0
1714880.0,DRUG ASSAY QUAN NOS 1.25,,103.0
1715291.0,ALCOHOLS 1.2,G0480,313.0
1715390.0,OCCULT BLD OTHER 1SPEC1.1,,104.0
1715408.0,CARBON DIOXIDE 1.2,,51.0
1715432.0,CHEMILUMINESCENT ASSAY1.2,,73.0
1715630.0,CKMB FRACTION 1.1,,277.0
1715697.0,ENZYME ACTIVITY NOS EA1.1,,149.0
1716067.0,LACTOFERRIN FECAL QUAL1.1,,197.0
1716265.0,PHOSPHORUS INORGANIC 1.1,,143.0
1716331.0,SODIUM BLD 1.1,,75.0
1716356.0,SODIUM OTHER SOURCE 1.1,,89.0
1716380.0,SPECTROPHOTOMETRY NOS 1.4,,17.0
1716398.0,SPECTROPHOTOMETRY NOS 1.5,,17.0
1716430.0,SPECTROPHOTOMETRY NOS 1.2,,17.0
1716463.0,ENTAMOE HIST GRP EIA/ELISA/IMCA 1.1,,127.0
1716471.0,FLOW CYTO TECH ADDL 1.1,,289.0
1716729.0,METANEPHRINES 1.2,,63.0
1716919.0,HGB FETAL KLEIHAUER 9.1,,80.0
1716943.0,ALLGN SPEC IGG EA 1.1,,13.0
1716968.0,COMPLEMENT AG EA 1.4,,167.0
1716976.0,COMPLEMENT AG EA 1.5,,167.0
1717388.0,INF AGNT IA DOO 1.2,,96.0
1717420.0,MOL CYTO ANAL 10-30 1.1,,69.0
1717776.0,IMMUNOASSAY QUAN NOS 1.11,,317.0
1718972.0,CULT OTHER 1.3,,186.0
1719145.0,INCLUS/PARASITES SMEAR1.2,,93.0
1719152.0,WET MOUNT INF AGENT 1.1,,91.0
1719251.0,INF AGNT IA DOO 1.3,,96.0
1719541.0,FIBRINOGEN ACTIVITY 1.1,,319.0
1720366.0,CBC AUTO 1.1,,160.0
1720655.0,PARAINFLUENZA IFA EA 1.1,,133.0
1720697.0,MYCOPLASMA PNE PCR AMP1.1,,95.0
1720929.0,PLT AGGREGATION EA 1.1,,249.0
1721190.0,MOL CYTO ANAL 25-99 1.1,,79.0
1721372.0,SEMEN ANAL COUNT/MOT 1.1,,155.0
1721745.0,URIC ACID BLOOD 1.1,,120.0
1721844.0,BENZODIAZEPINES 1.9,G0480,20.0
1722388.0,ALCOHOLS 1.3,G0480,313.0
1722479.0,AMYLASE 1.3,,235.0
1722503.0,ANGIOTENSIN-1 ENZYME 1.2,,19.0
1722651.0,CALCIUM URINE 1.2,,87.0
1723022.0,GTT EA ADDL SPECIMEN 1.2,,91.0
1725753.0,OPIATES 1 OR MORE 1.10,G0480,88.0
1726348.0,CULT TYPING IMMUNOFLUO1.2,,13.0
1726504.0,CULT FUNGI NOS 2.1,,195.0
1728377.0,MOL CYTO DNA PROBE EA 1.6,,48.0
1728427.0,MYCOBACTERIA TB PCR 1.2,,318.0
1728732.0,PROTEIN WEST BLOT ID 1.2,,46.0
1728823.0,PSA FREE 1.2,,86.0
1729573.0,ZINC 1.3,,10.0
1729631.0,CYTO THIN LAYER MAN SC1.0,,34.66
1729672.0,ALPHA-FETOPROTEIN SERUM 2.1,,93.0
1729755.0,HISTOPLASMA CAPSU EIA/ELISA/IM,,204.0
1731165.0,COCCIDIOIDES AB 3.1,,42.0
1731173.0,HIV-1 AND HIV-2 2.1,,117.0
1731801.0,INF AGNT QUAN NOS EA 1.1,,58.0
1732999.0,ALCOHOLS 2.1,G0480,313.0
1733344.0,SIROLIMUS 1.1,,115.0
1733740.0,IMMUNOASSAY QUAN NOS 2.1,,317.0
1733765.0,IMMUNOASSAY QUAN NOS 2.3,,317.0
1733880.0,T CELL COUNT TOTAL 3.1,,139.0
1733898.0, T CELLS CD4/CD8 RATIO 3.1,,57.0
1734268.0,MOL CYTO DNA PROBE EA 4.1,,48.0
1734300.0,LIPOPROTEIN (A) 1.1,,57.0
1734797.0,CULT OTHER 2.1,,186.0
1734805.0,GRAM STAIN SMEAR 2.1,,126.0
1734813.0,CULT RESPIRATORY 2.1,,186.0
1734821.0,CULT STOOL 2.1,,259.0
1734847.0,VITAMIN NOS 1.1,,120.0
1734946.0,OVA/PARASITES CMPLX 1.1,,120.0
1734953.0,CANDIDA DIR 1.1,,445.0
1734961.0,GARDNERELLA VAG DIR 1.1,,445.0
1735026.0,WEST NILE VIRUS IGM AB1.1,,268.0
1735034.0,WEST NILE VIRUS AB 1.1,,268.0
1735042.0,ASPERGILLUS EIA/ELISA/IMCA 1.1,,182.0
1735059.0,ENTEROVIRUS PCR AMP 1.1,,229.0
1735083.0,STREP GROUP B PCR AMP 1.1,,212.0
1735158.0,ACUTE HEP PNL 2.1,,87.0
1735166.0,CEA 2.1,,230.0
1735174.0,CORTISOL TOTAL 2.1,,255.0
1735182.0,VITAMIN B-12 2.1,,117.0
1735190.0,ESTRADIOL 2.1,,123.0
1735208.0,FOLIC ACID SERUM 2.1,,118.0
1735216.0,GONADOTROPIN (FSH) 2.1,,111.0
1735224.0,LUTEINIZING HORMONE 2.1,,166.0
1735232.0,HOMOCYSTINE 2.1,,143.0
1735240.0,,,77.0
1735257.0,PROGESTERONE 2.1,,95.0
1735265.0,PROLACTIN 2.1,,159.0
1735273.0,TESTOSTERONE TOTAL 2.1,,98.0
1735299.0,TRIIODOTHYRO T3 TOTL 2.1,,148.0
1735307.0,TRIIODOTHYR FREE 2.1,,102.0
1735315.0,CA 15-3 (27.29) 2.1,,13.0
1735323.0,CA 125 2.1,,162.0
1735331.0,MICROSOMAL AB EA 2.1,,53.0
1735356.0,HEP B CORE AB IGM 2.1,,94.0
1735364.0,HEP B SURF AB 2.1,,84.0
1735372.0,HEP A IGM AB 2.1,,94.0
1735380.0,THYROGLOBULIN AB 2.1,,34.0
1735398.0,HEP C AB 2.1,,30.0
1735406.0,HEP B SURF AG EIA 2.1,,86.0
1735414.0,CULT AEROBIC ID 2.1,,131.0
1735422.0,CULT FUNGI MOLD ID 2.1,,177.0
1735430.0,CULT FUNGI YEAST ID 2.1,,165.0
1735448.0,CULT STOOL ADD PATH2.1,,111.0
1735455.0,CULTURE URINE COL COUNT 2.1,,235.0
1735612.0,HGB S SCREEN (SICKLE) 4.1,,42.0
1736198.0,MACRO EXAM PARASITE 1.1,,93.0
1736461.0,IMMUNOASSAY QUAN NOS 10.0,,317.0
1736487.0,CRYSTAL ID TISS/FLUID 2.1,,136.0
1736685.0,CHLAMYDIA PNEU PCR AMP1.1,,101.0
1736693.0,CCP AB 1.1,,40.0
1736784.0,CREATININE BLOOD 1.2,,102.0
1737444.0,ANTIBIOTIC SENS DISK 2.1,,210.0
1737451.0,CULT TISSUE HOMOGENIZ 2.1,,227.0
1737469.0,CULT TYPING IMMUNOFLUO2.1,,13.0
1737485.0,ANTIBIOTIC SENS DISK 2.2,,210.0
1737493.0,CULT TYPING IMMUNO EA 2.1,,80.0
1737527.0,TRIGLYCERIDES 3.1,,170.0
1737667.0,BACTERIUM AB NOS 1.3,,31.0
1737675.0,CYSTATIN C 1.1,,212.0
1737683.0,CALPROTECTIN FECAL 1.1,,245.0
1737816.0,HEP A AB TOTAL 2.1,,127.0
1737824.0,RUBELLA AB 2.1,,108.0
1737899.0,IF STUDY INDIRECT 2.2,,317.0
1738095.0,HEP B CORE AB TOTAL 2.1,,8.0
1738145.0,COAG/FIBRIN NOS EA 1.1,,408.0
1738426.0,TISS CULT AMNIO/CHORIO4.1,,331.0
1738459.0,CHROMO ANAL ADDL KAROT4.1,,56.0
1738491.0,CULT SCREEN 3.1,,188.0
1738608.0,TACROLIMUS 3.1,,127.0
1738764.0,AB ID LEUKOCYTE AB 4.1,,748.0
1738772.0,AB ID LEUKOCYTE AB 3.1,,748.0
1738798.0,ANTINUCLEAR AB (ANA) 3.1,,72.0
1738855.0,GENTAMICIN PEAK 2.1,,319.0
1738913.0,ESTRIOL 2.1,,57.0
1738939.0,GAMMAGLOBULIN IGA 2.1,,212.0
1738947.0,GAMMAGLOBULIN IGG 2.1,,212.0
1738954.0,GAMMAGLOBULIN IGM 2.1,,212.0
1738962.0,LEAD 2.1,,24.0
1739010.0,PROTEIN TOTAL URINE 2.1,,94.0
1739028.0,PROTEIN ELECT SERUM 2.1,,100.0
1739036.0,PROTEIN ELECT OTHER 2.1,,117.0
1739044.0,HCG QUAN 2.1,,258.0
1739077.0,IMMUNOFIX ELECT OTHER 2.1,,41.0
1739085.0,INHIBIN A 2.1,,37.0
1739119.0,AB SCREEN 8.1,,191.0
1739135.0,COOMBS DIRECT 8.1,,279.0
1739242.0,INF AG PCR AMP NOS EA 2.1,,307.0
1739440.0,MOL CYTO ANAL 10-30 2.1,,69.0
1739499.0,THEOPHYLLINE 2.1,,343.0
1739531.0,HCG QUAL 2.1,,243.0
1739572.0,OVA/PARASITES CMPLX 2.1,,120.0
1739713.0,ALPHA-FETOPROT SERUM 2.2,,93.0
1739747.0,TREPONEMA PALLIDUM AB 1.1,,64.0
1739754.0,TREPONEMA PALLIDUM AB 2.1,,64.0
1739960.0,CALCIUM IONIZED 2.1,,141.0
1740083.0,THYROGLOBULIN 2.1,,56.0
1740125.0,IMMUNOASSAY QUAN NOS 2.0,,317.0
1740331.0,PROCALCITONIN 1.1,,578.0
1740349.0,CELLULAR FUNCTION ASSAY 1.1,,794.0
1740422.0,MOL CYT ANAL 100-300 1.7,,96.0
1740513.0,MYOGLOBIN 2.1,,17.0
1740596.0,CLOSTRIDIUM TOX PCR AMP 1.1,,172.0
1741214.0,AG TYPE DONOR REAG EA AG 8.1,,170.0
1741313.0,FLU MULT/SUB PCR AMP 1ST 2 1.1,,252.0
1741669.0,FLU MULT/SUB PCR AMP 1ST 2 2.1,,252.0
1741685.0,HLA TYPING A B C SNGL 2.1,,175.0
1741735.0,TACROLIMUS 2.1,,127.0
1742196.0,CONSULT SLIDE REVIEW 15.1,,61.0
1742295.0,LIPID PNL 1.3,,222.0
1742436.0,VIT D 25 HYDROXY 2.1,,76.0
1742444.0,MNC AG QUAN NOS EA 1.1,,48.0
1742584.0,CHEMILUMINESCENT ASSAY2.0,,73.0
1742626.0,SYPHILIS TEST QUAL RPR 2.1,,91.0
1742758.0,ANA TITER 2.1,,145.0
1742766.0,ANTINUCLEAR AB (ANA) 2.1,,72.0
1742782.0,MUMPS AB 2.1,,51.0
1742790.0,RUBEOLA AB 2.1,,53.0
1742824.0,VARICELLA ZOSTER AB 2.1,,112.0
1742865.0,HAPTOGLOBIN QUAN 2.1,,90.0
1742873.0,GAMMAGLOBULIN IGE 2.1,,106.0
1742881.0,CALCIUM TOTAL 2.1,,92.0
1742907.0,LEAD 14.1,,24.0
1743053.0,CHROMO ANAL 15-20CELL16.1,,280.0
1743079.0,MOL CYTO DNA PROBE EA 16.1,,48.0
1743087.0,MOL CYT ANAL 100-300 16.1,,96.0
1743095.0,CHROMO ANAL ADDL KAROT16.1,,56.0
1743236.0,ANTIBIOTIC SENS MBP 2.1,,55.0
1743251.0,DHEA-SULFATE 2.1,,35.0
1743459.0,PREABSORBED TREATMENT 8.1,,184.0
1743467.0,CYTO SMEARS W/INTERP 15.1,,119.0
1743475.0,CYTO CONC SMEARS W/INT15.1,,169.2
1743491.0,CYTO EVAL FNA 1ST EVAL EA SITE 15.1,,145.0
1743509.0,FNA INTERP & RPT 15.1,,187.54
1743517.0,CYTO EVAL FNA EA ADD SAME SITE 15.1,,19.06
1743558.0,SURG PATH LEVEL IV 15.1,,218.0
1743624.0,PATH CONS SURG ADDL FS15.1,,102.7
1743632.0,PATH CONS SURG CYTO ADDL 15.1,,19.06
1743855.0,PATH CONS SURG CYT INT15.1,,69.0
1743947.0,CYTO SMEARS OTH SCR 15.1,,140.0
1744234.0, LIPID PNL 18.1,,222.0
1744549.0,TB AG MEAS GAM INTERF 2.1,,370.0
1744770.0,MAGNESIUM 2.1,,180.0
1744838.0,RESP VIRUS PCR AMP 3-5 TARGETS 1.1,,480.0
1744911.0,IMMUNOASSAY QUAN RIA 2.1,,407.0
1744937.0,ANTIBIOTIC SENS ENZ 16.1,,72.0
1745124.0,IMMUNOASSAY QUAN NOS 2.9,,317.0
1745389.0,HIV-1 AG W/HIV1&2 EIA/ELISA/IMCA1.1,,230.0
1745421.0,IMMUNOASSAY QUAN NOS 10.1,,317.0
1745439.0,CHEMILUMINESCENT ASSAY10.1,,73.0
1745447.0,CRP 10.1,,156.0
1745470.0,TISS CULT LYMPHOCYTE 16.1,,146.0
1745835.0,RESP VIRUS PCR AMP 12-25 TARGETS1.1,,1375.0
1745843.0,ENZYME ACTIVITY NOS EA10.1,,149.0
1746429.0,GAMMAGLOB ANY IG EA 10.1,,212.0
1746585.0,TRICHOMONAS VAGINALIS AMPLIF 1.1,,445.0
1746791.0,IMMUNOASSAY QUAN NOS 10.2,,317.0
1746841.0,LAMOTRIGINE 1.1,,56.0
1746940.0,CLOZAPINE 1.1,,141.0
1746957.0,LEVETIRACETAM 1.1,,24.0
1746981.0,BARBITURATES 8.1,G0480,118.0
1747005.0,BENZODIAZEPINES 8.1,G0480,20.0
1747013.0,METHADONE 8.1,G0480,38.0
1747021.0,MEPROBAMATE 8.1,G0480,148.0
1747047.0,COCAINE 8.1,G0480,59.0
1747054.0,PHENCYCLIDINE 8.1,G0480,213.0
1747062.0,SPECTROPHOTOMETRY NOS 8.1,,17.0
1747070.0,PH BODY FLUID NOS 8.1,,161.0
1747088.0,CREATININE OTHER SRCE 8.1,,111.0
1747260.0,CULT TYP ID NA DIR PR 9.1,,75.0
1747716.0,DRUG TEST CHEM ANALYZER PER DOS 1.1,,603.0
1747906.0,PAPILLOMAVIRUS HIGH RISK 1.1,,37.0
1747922.0,PAPILLOMAVIRUS HIGH RISK 2.1,,37.0
1747930.0,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.1,G0480,61.0
1747963.0,OXCARBAZEPINE 1.1,,64.0
1748094.0,IMMUNOASSAY QUAN NOS 10.3,,317.0
1749050.0,ZONISAMIDE 1.1,,286.0
1749753.0,OPIATES EA 3.1,G0480,88.0
1749787.0,CYTO THIN LAYER MAN SC15.1,,35.38
1750298.0,ALCOHOLS 3.1,G0480,313.0
1750843.0,LIPOPROTEIN BLD QUAN 1.3,,111.0
1750983.0,SKELETAL MUSC RELAX 1 OR 2 1.4,G0480,148.0
1751148.0,CHROMAT/SPECTRO QUAN 10.1,,43.0
1752815.0,VDRL QUAN 5.1,,11.0
1753409.0,ESTRADIOL 1.2,,123.0
1753417.0,ESTRONE 1.2,,59.0
1753920.0,TB AG MEAS GAM INTERF 1.1,,370.0
1753946.0,TRICHOMONAS VAG DIR 1.1,,445.0
1756741.0,DRUG TEST CHEM ANALYZER PER DOS 1.7,,603.0
1756774.0,DRUG TEST CHEM ANALYZER PER DOS1.10,,603.0
1756782.0,DRUG TEST CHEM ANALYZER PER DOS1.11,,603.0
1756790.0,DRUG TEST CHEM ANALYZER PER DOS1.12,,603.0
1756816.0,DRUG TEST CHEM ANALYZER PER DOS1.14,,603.0
1756980.0,DRUG TEST CHEM ANALYZER PER DOS 8.1,G0480,603.0
1757350.0,FACTOR IX 2.1,,143.0
1757541.0,PAPILLOMAVIRUS 16 & 18 ONLY 1.1,,345.0
1757582.0,MYCOBACTERIA TB PCR 2.1,,318.0
1757665.0,LIPOPROTEIN (LP-PLA2) 1.4,,70.0
1757749.0,PHENOBARBITAL 2.1,,192.0
1757806.0, BETA-2-MICROGLOBULIN 2.1,,17.0
1757814.0,CATECHOLAM FRACTION 2.1,,21.0
1757822.0,CORTISOL FREE 2.1,,29.0
1757830.0,CRYOGLOBULIN 2.1,,76.0
1757848.0,  ERYTHROPOIETIN 2.1,,45.0
1757855.0,GLUCAGON 2.1,,35.0
1757863.0,G6PD ENZYME QUAN 2.1,,76.0
1757871.0,HYDROXYINDOL ACID-5 2.1,,19.0
1757889.0,LDL CHOLESTEROL 2.1,,114.0
1757905.0,METANEPHRINES 2.1,,63.0
1757913.0,PORPHOBILINOG URI QUAN2.1,,143.0
1757921.0,PORPHYR QUAN & FRACT 2.1,,25.0
1757954.0,PREALBUMIN 2.1,,17.0
1757962.0,PROCALCITONIN 2.1,,578.0
1757988.0,C-PEPTIDE 2.1,,48.0
1757996.0,FACTOR VIII 2.1,,157.0
1758028.0,PROTEIN C ACTIVITY 2.1,,131.0
1758036.0,PROTEIN S FREE 2.1,,86.0
1758044.0,THROMBIN TIME PLASMA 2.1,,175.0
1758069.0,COLD AGGLUTININ TITER 2.1,,76.0
1758077.0,CCP AB 2.1,,40.0
1758093.0,EXTRACT NUCL AG JO1 2.1,,92.0
1758101.0,  EXTRACT NUCL AG RNP 2.1,,92.0
1758119.0,EXTRACT NUCL AG SCL70 2.1,,92.0
1758127.0,  EXTRACT NUCL AG SM 2.1,,92.0
1758135.0,EXTRACT NUCL AG SS-A 2.1,,92.0
1758150.0, CA 19-9 2.1,,138.0
1758168.0,T CELL COUNT TOTAL 2.1,,139.0
1758176.0,T CELL COUNT TOTAL 2.1,,139.0
1758184.0,PART AGGLUT SCREEN EA 2.1,,48.0
1758200.0,RA FACTOR QUAN 2.1,,9.0
1758226.0,CYTOMEGALOVIRUS IGM AB 2.1,,46.0
1758234.0,EBV EARLY AG 2.1,,105.0
1758242.0,EBV NUCLEAR AG 2.1,,134.0
1758259.0,  EBV VIRAL CAPSID 2.1,,146.0
1758267.0,HERPES SIMPLEX AB 1 2.1,,127.0
1758275.0,HEP BE AB 2.1,,21.0
1758309.0,MACRO EXAM PARASITE 2.1,,93.0
1758325.0,CRYPTOSPORIDIUM IFA 2.1,,40.0
1758341.0,HEP BE AG EIA/ELISA/IMCA 2.1,,18.0
1758358.0,HIV-1 AG W/HIV1&2,,230.0
1758366.0,HEP B QUAN 2.1,,90.0
1758374.0,HEP C QUAN 2.1,,188.0
1758424.0,HEP C GENO ANALYSIS 2.1,,471.0
1758432.0,LEUKOCYTE ASMT FECAL 2.1,,199.0
1760800.0,HISTOCHEMICAL STAIN FS15.1,,96.25
1760859.0,EXAM ARCHIVE TIS MOL ANAL 15.1,,23.0
1761048.0,VIP 2.1,,76.0
1761055.0,INF AGNT PCR AMP NOS MULT 2.1,,83.0
1761063.0,ESTROGENS TOTAL 2.1,,24.0
1761097.0,FLUORESCENT AB SCREEN EA 2.1,,11.0
1761634.0,FLOW CYTO TECH 1ST MARK 15.1,,346.0
1761642.0,FLOW CYTO TECH ADDL MARK 15.1,,289.0
1763044.0,THYROID STIM HORMONE 1.4,,105.0
1763051.0,CHEMILUMINESCENT ASSAY 1.4,,335.0
1763069.0,DIHYDROCODEINONE 1.17,,92.0
1763077.0,CHEMILUMINESCENT ASSAY 1.5,,70.0
1763085.0,INF AGNT GENO CYTOMEGALOVIRUS 1.2,,436.2
1763093.0,HISTOPLASMA CAPSU EIA/ELISA/IMCA1.3,,104.0
1763101.0,AB ID 24.1,,60.0
1763119.0,COOMBS DIRECT 24.1,,141.0
1763127.0,AB ID 24.2,,113.0
1763135.0,RH PHENOTYPE 24.1,,141.0
1763143.0,RBC AG TYPING 24.1,,28.0
1763150.0,COOMBS DIRECT 24.2,,35.0
1763168.0,AB ELUTION 24.1,,199.0
1763176.0,AB TITER 24.1,,284.0
1763184.0,PREABSORBED TREATMENT 24.1,,91.0
1763192.0,PREABSORBED TREATMENT 24.2,,96.0
1763200.0,TX RBC IN AB DET/ID DNSTY 24.1,,397.0
1763218.0,TX RBC IN AB DET/ID ENZ 24.1,,113.0
1763226.0,TX RBC IN AB DET/ID CHEM 24.1,,113.0
1763234.0,TX SERUM RBC AB/ID INHIB 24.1,,113.0
1763242.0,AB ID 24.3,,340.0
1763259.0,ABO GROUP 24.1,,35.0
1763267.0,RH TYPE 24.1,,35.0
1763275.0,AB SCREEN 24.1,,103.0
1763283.0,PLT AB 24.1,,171.0
1763291.0,AG TYPE DONOR REAG EA AG 24.1,,68.0
1763309.0,AG TYPE PT/UNIT 24.1,,57.0
1763317.0,AG TYPE DONOR REAG EA AG 24.2,,340.0
1763325.0,HGB S SCREEN (SICKLE) 24.1,,93.0
1763481.0,COVID-19 RT-PCR DX PNL/ANY 1.1,U0002,149.0
1763622.0,COVID-19 RT-PCR DX PNL/ANY 25.1,U0002,69.0
1763754.0,COVID-19 RT-PCR DX PNL/ANY 26.1,U0002,200.0
1797075.0,HANDLING/SPEC CONVEY OTH1,,28.0
1797125.0,HANDLING/CONVEY NB/PKU,,28.0
1894179.0,CYTO SMEARS W/INTERP,,119.0
1894203.0,CYTO CONC SMEARS W/INTERP,,169.2
1894369.0,CYTO SMEARS OTH SCR & INT,,123.0
1894831.0,SPECIAL STAINS GROUP II,,114.0
2500015.0,GI LAB LEVEL 1 1ST HR,Z7506,795.0
2500023.0,GI LAB LEVEL 1 ADDL 30M,Z7508,530.0
2500031.0,GI LAB LEVEL 2 1ST HR,Z7506,2332.0
2500049.0,GI LAB LEVEL 2 ADDL 30M,Z7508,1007.0
2500056.0,GI LAB LEVEL 3 1ST HR,Z7506,4942.0
2500064.0,GI LAB LEVEL 3 ADDL 30M,Z7508,2332.0
2500072.0,GI LAB LEVEL 4 1ST HR,Z7506,5830.0
2500080.0,GI LAB LEVEL 4 ADDL 30M,Z7508,2120.0
2500098.0,GI LAB LEVEL 5 1ST HR,Z7506,7420.0
2500106.0,GI LAB LEVEL 5 ADDL 30M,Z7508,3710.0
2700367.0,FLUORO GUIDE NDL PLCMT,,708.0
2701001.0,INJ EPI BLOOD/CLOT PATCH,,2823.0
2701191.0,EPIDUROGRAPHY,,1431.0
2701233.0,ASP/INJ MJR JT,,948.0
3000015.0,Card EKG Cardiac Arrest,,2686.0
3000031.0,CARDIOVERSION EXTERNAL,,3953.0
3000056.0,ECG TRACING ONLY,,285.0
3000098.0,STRESS TEST TRACING ONLY,,1602.0
3000205.0,Card EKG Pt 30-Dy Event Recording,,319.0
3000239.0,ECHO CONG ANOM COMP,,3570.0
3000247.0,Card EKG Echo Cong Anom LTD,,2552.0
3000262.0,ECHO 2D W/WO M-MODE LTD,,1268.0
3000270.0,TEE 2D W/WO COMP,,3223.0
3000320.0,TEE 2D MONITORING,,3541.0
3000338.0,Card EKG Echo Doppler Comp,,381.0
3000353.0,Card EKG echo doppler color interp,,950.0
3000361.0,STRESS ECHO 2D,,3962.0
3000684.0,TEE 2D W/WO COMP W/CON,,3547.0
3000700.0,TEE 2D MONITORING W/CON,C8927,3541.0
3000916.0,Echo 2d W/Dplr Comp,,3069.0
3000957.0,STRESS ECHO 2D W/ECG,,5069.0
3000981.0,Echo 2d W/Dplr Comp W/Con,C8929,3374.0
3001013.0,Card EKG up to 48hrs Recording w Connect,,2355.0
3001021.0,Card EKG up to 48hrs Scan Analysis W Rpt,,160.0
3001153.0,ECHO W/CON 2D F-UP/LTD,C8924,1268.0
3080025.0,ECHO CONTRAST PERFLUTREN LIPID 1ML,Q9957,144.0
3100054.0,INSERT PCMKR EXIST SNGL,,20866.0
3100062.0,INSERT/REPLACE PCMKR DUAL,,20866.0
3100104.0,REPAIR LEAD PCMKR SNGL,,20139.0
3101706.0,INSERT PCMKR EXIST MULT,,34911.0
3101730.0,REM/REPLC PCMKR PERM MULT,,34911.0
